,names,train,val,test
0,huber,0.2584162950515747,0.3055385649204254,0.34727251529693604
1,mean_squared_logarithmic_error,0.09901931136846542,0.1206192821264267,0.14073418080806732
2,mean_squared_error,1.2031073570251465,1.854697823524475,2.245622396469116
3,mean_absolute_error,0.43600237369537354,0.4846373200416565,0.5327180624008179
4,root_mean_squared_error,1.09689199924469,1.3618439435958862,1.4985624551773071
5,rmsle,0.3144010305404663,0.346994012594223,0.37476909160614014
